"date","city","avg_temperature_c","min_temperature_c","max_temperature_c","avg_humidity","avg_wind_kmh","total_precip_mm"
"2025-11-20","Lyon","3.3598214285714274","-1.8","9.5","79.62797619047619","10.832440476190476","340.9999999999999"
"2025-11-20","Marseille","7.195684523809524","1.8","13.4","67.73958333333333","24.211904761904755","209.00000000000006"
"2025-11-20","Nice","9.554166666666667","3.3","17.1","68.24702380952381","8.396130952380954","414.00000000000034"
"2025-11-20","Paris","4.374702380952382","-0.5","9.7","83.68154761904762","9.767857142857142","293.99999999999994"
"2025-11-20","Toulouse","6.354761904761907","0.5","14.1","78.875","11.939285714285708","965.0"
